Station Name,Accessibilité ,Adjacent building,Adjacent station,Adresse ,Architect,Architecte(s) ,Area,Artiste(s) ,Autocar liO ,Bus ,Bus Tisséo ,"Bus, Navette Tisséo ",Capital cost,Connecting line,Construction ,Coordonnéesgéographiques ,Date of official closure,Date of official opening,Different from,Elevation above sea level,Exploitant ,Has part(s),Has use,Heritage designation,Inception,Interchange station,Ligne(s) ,Linéo Tisséo ,Linéo TisséoNavette Tisséo ,Localisation,Located in or next to body of water,Located on street,Location,Mise en service ,Métro ,Named after,Navette Tisséo ,Nombre d'accès ,Operator,Owned by,Part of,Pays,Position parrapport au sol ,Pronunciation audio,Propriétaire ,Quais ,Quartier ,Quartier de Toulouse ,Replaces,Service entry,Significant event,Street address,Structure replaces,TAD Tisséo ,TER ,TER Occitanie ,Train ,Train urbain ,Trains ,Tramway ,Transit annuel ,Transport network,Téléphérique ,Ville,Visitors per year,Voies ,  ,  Train urbain ,​​​​​​​​​​​​​​​ ,​​​​​​​​​​​​​​​ BHNS ,​​​​​​​​​​​​​​​ Bus 
Stalingrad (Bordeaux Tramway),,,"Porte de Bourgogne tram stop (Le Haillan Rostand tram stop, Bordeaux Tramway Line A)Jardin Botanique tram stop (La Gardette - Bassens - Carbon-Blanc tram stop, Floirac Dravemont tram stop, Bordeaux Tramway Line A)",,,,,,,,,,,Bordeaux Tramway Line A,,,,,,,,,,,,,,,,"44° 50′ 25.13″ N, 0° 33′ 35.22″ W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bordeaux tramway,,,,,,,,,
Sainte-Catherine (Bordeaux Tramway),,,"Hôtel de Ville tram stop (Le Haillan Rostand tram stop, Bordeaux Tramway Line A)Place du Palais tram stop (La Gardette - Bassens - Carbon-Blanc tram stop, Floirac Dravemont tram stop, Bordeaux Tramway Line A)",,,,,,,,,,,Bordeaux Tramway Line A,,,,,Sainte Catherine,,,,,,,,,,,"44° 50′ 15.49″ N, 0° 34′ 24″ W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bordeaux tramway,,,,,,,,,
Talence Centre - Forum (Bordeaux Tramway),,,"Peixotto tram stop (France Alouette tram stop, Pessac Centre tram stop, Bordeaux Tramway Line B)Roustaing tram stop (Berges de la Garonne tram stop, Bordeaux Tramway Line B)",,,,,,,,,,,Bordeaux Tramway Line B,,,,,,,,,,,,,,,,"44° 48′ 43.01″ N, 0° 35′ 27.39″ W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bordeaux tramway,,,,,,,,,
Terres Neuves (Bordeaux Tramway),,,"La Belle Rose tram stop (Villenave Pyrénées tram stop, Bordeaux Tramway Line C)Carle Vernet tram stop (Gare de Blanquefort tram stop, Parc des Expositions tram stop, Bordeaux Tramway Line C)",,,,,,,,,,,Bordeaux Tramway Line C,,,,,,,,,,,,,,,,"44° 48′ 54.99″ N, 0° 33′ 03.11″ W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bordeaux tramway,,,,,,,,,
Victoire (Bordeaux Tramway),,,"Saint-Nicolas tram stop (Pessac Centre tram stop, France Alouette tram stop, Bordeaux Tramway Line B)Musée d'Aquitaine tram stop (Berges de la Garonne tram stop, Bordeaux Tramway Line B)",,,,,,,,,,,Bordeaux Tramway Line B,,,,,Victoire,,,,,,,,,,,"44° 49′ 52.15″ N, 0° 34′ 23.01″ W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bordeaux tramway,,,,,,,,,
Chavant (Grenoble Tramway),,,"Albert 1er de Belgique (L'Étoile, Grenoble tram line A)Verdun Préfecture (La Poya, Grenoble tram line A)Grenoble Hôtel de Ville (Condillac - Universités, Tram route C (Grenoble))Gustave Rivet (Le Prisme, Tram route C (Grenoble))",,,,,,,,,,,Grenoble tram line ATram route C (Grenoble),,,,3 August 1987,,,,,,,,,,,,"45° 11′ 04.3″ N, 5° 43′ 54.17″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Berriat - Le Magasin (Grenoble Tramway),,,"Saint-Bruno (L'Étoile, Grenoble tram line A)Les Fontainades - Le Vog (La Poya, Grenoble tram line A)",,,,,,,,,,,Grenoble tram line A,,,,6 September 1987,,,,,,,,,,,,"45° 11′ 19.68″ N, 5° 42′ 23.87″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Cité Internationale (Grenoble Tramway),,,"Palais de Justice - Gare (Plaine des Sports, Tram route B (Grenoble))Marie-Louise Paris - CEA (Oxford, Tram route B (Grenoble))",,,,,,,,,,,Tram route B (Grenoble),,,,2 May 2001,,,,,,,,,,,,"45° 11′ 41.85″ N, 5° 42′ 40.31″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Alsace-Lorraine (Grenoble Tramway),,,"Victor Hugo (L'Étoile, Grenoble tram line A)Gares (La Poya, Grenoble tram line A)Victor Hugo (Plaine des Sports, Tram route B (Grenoble))Gares (Oxford, Tram route B (Grenoble))Condorcet (Louise Michel, Tram route E (Grenoble))Annie Fratellini - Esplanade (Palluel, Tram route E (Grenoble))Victor Hugo (Étienne Grappe, Tram line D (Grenoble))Gares (Gares, Tram line D (Grenoble))",,,,,,,,,,,Grenoble tram line ATram route B (Grenoble)Tram line D (Grenoble)Tram route E (Grenoble),,,,3 August 1987,,,,,,,,,,,,"45° 11′ 21.71″ N, 5° 43′ 10.43″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Bibliothèques Universitaires (Grenoble Tramway),,,"Condillac - Universités (Plaine des Sports, Tram route B (Grenoble))Gabriel Fauré (Oxford, Tram route B (Grenoble))Condillac - Universités (Condillac - Universités, Tram route C (Grenoble))Gabriel Fauré (Le Prisme, Tram route C (Grenoble))",,,,,,,,,,,Tram route B (Grenoble)Tram route C (Grenoble),,,,26 November 1990,,,,,,,,,,,,"45° 11′ 33.09″ N, 5° 46′ 15.32″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Condillac - Universités (Grenoble Tramway),,,"Mayencin - Champ Roman (Plaine des Sports, Tram route B (Grenoble))Bibliothèques Universitaires (Oxford, Tram route B (Grenoble))Bibliothèques Universitaires (Le Prisme, Tram route C (Grenoble))",,,,,,,,,,,Tram route B (Grenoble)Tram route C (Grenoble),,,,20 March 2006,,,,,,,,,,,,"45° 11′ 20.55″ N, 5° 46′ 27.87″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Fauconnière (Grenoble Tramway),,,"Seyssinet-Pariset Hôtel de Ville (Condillac - Universités, Tram route C (Grenoble))Grand Pré (Le Prisme, Tram route C (Grenoble))",,,,,,,,,,,Tram route C (Grenoble),,,,20 May 2006,,,,,,,,,,,,"45° 10′ 35.29″ N, 5° 41′ 39.3″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Condorcet (Grenoble Tramway),,,"Vallier - Libération (Louise Michel, Tram route E (Grenoble))Alsace-Lorraine (Palluel, Tram route E (Grenoble))",,,,,,,,,,,Tram route E (Grenoble),,,,28 June 2014,Condorcet,,,,,,,,,,,"45° 11′ 05.53″ N, 5° 43′ 04.74″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Gares (Grenoble Tramway),,,"Alsace-Lorraine (L'Étoile, Grenoble tram line A)Saint-Bruno (La Poya, Grenoble tram line A)Alsace-Lorraine (Plaine des Sports, Tram route B (Grenoble))Saint-Bruno (Oxford, Tram route B (Grenoble))Alsace-Lorraine (Étienne Grappe, Tram line D (Grenoble))",,,,,,,,,,,Grenoble tram line ATram route B (Grenoble)Tram line D (Grenoble),,,,3 August 1987,GaresGares,,,,,,,,,,,"45° 11′ 24.34″ N, 5° 42′ 54.48″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Gières Gare - Universités (Grenoble Tramway),,,"Plaine des Sports (Plaine des Sports, Tram route B (Grenoble))Mayencin - Champ Roman (Oxford, Tram route B (Grenoble))",,,,,,,,,,,Tram route B (Grenoble),,,,20 March 2006,,,,,,,,,,,,"45° 11′ 07.59″ N, 5° 47′ 08.12″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Grand Sablon (Grenoble Tramway),,,"Les Taillées - Universités (Plaine des Sports, Tram route B (Grenoble))Michallon (Oxford, Tram route B (Grenoble))Les Taillées - Universités (Étienne Grappe, Tram line D (Grenoble))Michallon (Gares, Tram line D (Grenoble))",,,,,,,,,,,Tram route B (Grenoble)Tram line D (Grenoble),,,,26 November 1990,,,,,,,,,,,,"45° 11′ 56.35″ N, 5° 45′ 00.11″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Hector Berlioz - Universités (Grenoble Tramway),,,"Gabriel Fauré (Condillac - Universités, Tram route C (Grenoble))Neyrpic - Belledonne (Le Prisme, Tram route C (Grenoble))",,,,,,,,,,,Tram route C (Grenoble),,,,20 May 2006,,,,,,,,,,,,"45° 11′ 27.89″ N, 5° 45′ 31.51″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Grand'Place (Grenoble Tramway),,,"Polesud - Alpexpo (L'Étoile, Grenoble tram line A)Arlequin (La Poya, Grenoble tram line A)",,,,,,,,,,,Grenoble tram line A,,,,3 August 1987,,,,,,,,,,,,"45° 09′ 32.71″ N, 5° 43′ 56.08″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Hubert Dubedout - Maison du Tourisme (Grenoble Tramway),,,"Verdun Préfecture (L'Étoile, Grenoble tram line A)Victor Hugo (La Poya, Grenoble tram line A)Sainte-Claire - Les Halles (Plaine des Sports, Tram route B (Grenoble))Victor Hugo (Oxford, Tram route B (Grenoble))Sainte-Claire - Les Halles (Étienne Grappe, Tram line D (Grenoble))Victor Hugo (Gares, Tram line D (Grenoble))",,,,,,,,,,,Grenoble tram line ATram route B (Grenoble)Tram line D (Grenoble),,,,3 August 1987,,,,,,,,,,,,"45° 11′ 24.62″ N, 5° 43′ 41.6″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Île Verte (Grenoble Tramway),,,"La Tronche Hôpital (Plaine des Sports, Tram route B (Grenoble))Notre-Dame - Musée (Oxford, Tram route B (Grenoble))La Tronche Hôpital (Étienne Grappe, Tram line D (Grenoble))Notre-Dame - Musée (Gares, Tram line D (Grenoble))",,,,,,,,,,,Tram route B (Grenoble)Tram line D (Grenoble),,,,26 November 1990,,,,,,,,,,,,"45° 11′ 50.15″ N, 5° 44′ 12.35″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
L'Étoile (Grenoble Tramway),,,"Edmée Chandon (La Poya, Grenoble tram line A)",,,,,,,,,,,Grenoble tram line A,,,,21 December 2019,L'Étoile,,,,,,,,,,,"45° 08′ 16.09″ N, 5° 42′ 13.29″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
La Pinéa - Saint-Robert (Grenoble Tramway),,,"Pont de Vence (Louise Michel, Tram route E (Grenoble))Karben (Palluel, Tram route E (Grenoble))",,,,,,,,,,,Tram route E (Grenoble),,,,13 July 2015,,,,,,,,,,,,"45° 14′ 07.6″ N, 5° 40′ 33.39″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
La Poya (Grenoble Tramway),,,"Charles Michels (L'Étoile, Grenoble tram line A)",,,,,,,,,,,Grenoble tram line A,,,,12 December 1987,,,,,,,,,,,,"45° 11′ 49.37″ N, 5° 40′ 20.45″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Le Prisme (Grenoble Tramway),,,"Mas des Îles (Condillac - Universités, Tram route C (Grenoble))",,,,,,,,,,,Tram route C (Grenoble),,,,20 May 2006,,,,,,,,,,,,"45° 09′ 58.87″ N, 5° 41′ 25.75″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
La Tronche Hôpital (Grenoble Tramway),,,"Michallon (Plaine des Sports, Tram route B (Grenoble))Île Verte (Oxford, Tram route B (Grenoble))Michallon (Étienne Grappe, Tram line D (Grenoble))Île Verte (Gares, Tram line D (Grenoble))",,,,,,,,,,,Tram route B (Grenoble)Tram line D (Grenoble),,,,26 November 1990,,,,,,,,,,,,"45° 12′ 02.22″ N, 5° 44′ 28.33″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Les Taillées - Universités (Grenoble Tramway),,,"Gabriel Fauré (Plaine des Sports, Tram route B (Grenoble))Grand Sablon (Oxford, Tram route B (Grenoble))Neyrpic - Belledonne (Étienne Grappe, Tram line D (Grenoble))Grand Sablon (Gares, Tram line D (Grenoble))",,,,,,,,,,,Tram route B (Grenoble)Tram line D (Grenoble),,,,26 November 1990,,,,,,,,,,,,"45° 11′ 32.21″ N, 5° 45′ 28.45″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Louise Michel (Grenoble Tramway),,,"Alliés (Palluel, Tram route E (Grenoble))",,,,,,,,,,,Tram route E (Grenoble),,,,28 June 2014,,,,,,,,,,,,"45° 10′ 09.28″ N, 5° 42′ 45.81″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Louis Maisonnat (Grenoble Tramway),,,"Les Fontainades - Le Vog (L'Étoile, Grenoble tram line A)Hôtel de Ville - La Source (La Poya, Grenoble tram line A)",,,,,,,,,,,Grenoble tram line A,,,,6 September 1987,,,,,,,,,,,,"45° 11′ 21.14″ N, 5° 41′ 39.49″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Malherbe (Grenoble Tramway),,,"La Bruyère - Parc Jean Verlhac (L'Étoile, Grenoble tram line A)MC2: Maison de la Culture (La Poya, Grenoble tram line A)",,,,,,,,,,,Grenoble tram line A,,,,3 August 1987,,,,,,,,,,,,"45° 10′ 09.89″ N, 5° 43′ 56.09″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Maison Communale (Grenoble Tramway),,,"Édouard Vaillant (Étienne Grappe, Tram line D (Grenoble))Neyrpic - Belledonne (Gares, Tram line D (Grenoble))",,,,,,,,,,,Tram line D (Grenoble),,,,6 October 2007,,,,,,,,,,,,"45° 11′ 04.15″ N, 5° 45′ 15.48″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Mas des Îles (Grenoble Tramway),,,"Grand Pré (Condillac - Universités, Tram route C (Grenoble))Le Prisme (Le Prisme, Tram route C (Grenoble))",,,,,,,,,,,Tram route C (Grenoble),,,,20 May 2006,,,,,,,,,,,,"45° 10′ 03.46″ N, 5° 41′ 39.38″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Oxford (Grenoble Tramway),,,"Marie-Louise Paris - CEA (Plaine des Sports, Tram route B (Grenoble))",,,,,,,,,,,Tram route B (Grenoble),,,,1 September 2014,,,,,,,,,,,,"45° 12′ 21.52″ N, 5° 41′ 58.37″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Notre-Dame - Musée (Grenoble Tramway),,,"Île Verte (Plaine des Sports, Tram route B (Grenoble))Sainte-Claire - Les Halles (Oxford, Tram route B (Grenoble))Île Verte (Étienne Grappe, Tram line D (Grenoble))Sainte-Claire - Les Halles (Gares, Tram line D (Grenoble))",,,,,,,,,,,Tram route B (Grenoble)Tram line D (Grenoble),,,,26 November 1990,,,,,,,,,,,,"45° 11′ 36.93″ N, 5° 43′ 55.79″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Palais de Justice - Gare (Grenoble Tramway),,,"Saint-Bruno (Plaine des Sports, Tram route B (Grenoble))Cité Internationale (Oxford, Tram route B (Grenoble))",,,,,,,,,,,Tram route B (Grenoble),,,,29 November 1999,,,,,,,,,,,,"45° 11′ 28.32″ N, 5° 42′ 42.15″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Plaine des Sports (Grenoble Tramway),,,"Gières Gare - Universités (Oxford, Tram route B (Grenoble))",,,,,,,,,,,Tram route B (Grenoble),,,,20 March 2006,,,,,,,,,,,,"45° 11′ 15.49″ N, 5° 47′ 04.61″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Palluel (Grenoble Tramway),,,"Rafour (Louise Michel, Tram route E (Grenoble))",,,,,,,,,,,Tram route E (Grenoble),,,,13 July 2015,,,,,,,,,,,,"45° 15′ 17.76″ N, 5° 39′ 41.9″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Saint-Bruno (Grenoble Tramway),,,"Gares (L'Étoile, Grenoble tram line A)Berriat - Le Magasin (La Poya, Grenoble tram line A)Gares (Plaine des Sports, Tram route B (Grenoble))Palais de Justice - Gare (Oxford, Tram route B (Grenoble))",,,,,,,,,,,Grenoble tram line ATram route B (Grenoble),,,,6 September 1987,,,,,,,,,,,,"45° 11′ 18.11″ N, 5° 42′ 50.07″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Polesud - Alpexpo (Grenoble Tramway),,,"Les Granges (L'Étoile, Grenoble tram line A)Grand'place (La Poya, Grenoble tram line A)",,,,,,,,,,,Grenoble tram line A,,,,11 March 1996,,,,,,,,,,,,"45° 09′ 26.07″ N, 5° 43′ 58.47″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Saint-Martin-le-Vinoux Hôtel de Ville (Grenoble Tramway),,,"Casamaures - Village (Louise Michel, Tram route E (Grenoble))Horloge (Palluel, Tram route E (Grenoble))",,,,,,,,,,,Tram route E (Grenoble),,,,28 June 2014,,,,,,,,,,,,"45° 12′ 28.07″ N, 5° 42′ 24.41″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Verdun Préfecture (Grenoble Tramway),,,"Chavant (L'Étoile, Grenoble tram line A)Hubert Dubedout - Maison du Tourisme (La Poya, Grenoble tram line A)",,,,,,,,,,,Grenoble tram line A,,,,3 August 1987,,,,,,,,,,,,"45° 11′ 17.72″ N, 5° 43′ 53.43″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Sainte-Claire - Les Halles (Grenoble Tramway),,,"Notre-Dame - Musée (Plaine des Sports, Tram route B (Grenoble))Hubert Dubedout - Maison du Tourisme (Oxford, Tram route B (Grenoble))Notre-Dame - Musée (Étienne Grappe, Tram line D (Grenoble))Hubert Dubedout - Maison du Tourisme (Gares, Tram line D (Grenoble))",,,,,,,,,,,Tram route B (Grenoble)Tram line D (Grenoble),,,,26 November 1990,,,,,,,,,,,,"45° 11′ 28.92″ N, 5° 43′ 50.4″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Victor Hugo (Grenoble Tramway),,,"Hubert Dubedout - Maison du Tourisme (L'Étoile, Grenoble tram line A)Alsace-Lorraine (La Poya, Grenoble tram line A)Hubert Dubedout - Maison du Tourisme (Plaine des Sports, Tram route B (Grenoble))Alsace-Lorraine (Oxford, Tram route B (Grenoble))Hubert Dubedout - Maison du Tourisme (Étienne Grappe, Tram line D (Grenoble))Alsace-Lorraine (Gares, Tram line D (Grenoble))",,,,,,,,,,,Grenoble tram line ATram route B (Grenoble)Tram line D (Grenoble),,,,3 August 1987,Victor HugoVictor Hugo,,,,,,,,,,,"45° 11′ 23.35″ N, 5° 43′ 30.24″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Étienne Grappe (Grenoble Tramway),,,"Parc Jo Blanchon (Gares, Tram line D (Grenoble))",,,,,,,,,,,Tram line D (Grenoble),,,,6 October 2007,,,,,,,,,,,,"45° 10′ 19.63″ N, 5° 45′ 27.95″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grenoble tramway,,,,,,,,,
Alsace (Lille Metro),,,"Mercure (CH Dron, Lille Metro line 2)Gare Jean-Lebas Roubaix (Saint-Philibert, Lille Metro line 2)",,,,,,,,,,,Lille Metro line 2,,,,18 August 1999,,,,,,,,,,,,"50° 42′ 00.89″ N, 3° 09′ 39.69″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lille Metro,,,,,,,,,
Bois Blancs (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 38′ 03.64″ N, 3° 01′ 49.74″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bourg (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 38′ 44.26″ N, 2° 59′ 06.63″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bourgogne (Lille Metro),,,"CH Dron (CH Dron, Lille Metro line 2)Pont de Neuville (Saint-Philibert, Lille Metro line 2)",,,,,,,,,,,Lille Metro line 2,,,,27 October 2000,,,,,,,27 October 2000,,,,,"50° 44′ 21.48″ N, 3° 10′ 46.7″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lille Metro,,,,,,,,,
Canteleu (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 38′ 13.59″ N, 3° 01′ 28.07″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carliers (Lille Metro),,,"Tourcoing - Sébastopol (CH Dron, Lille Metro line 2)Mercure (Saint-Philibert, Lille Metro line 2)",,,,,,,,,,,Lille Metro line 2,,,,18 August 1999,,,,,,,18 August 1999,,,,,"50° 42′ 38.52″ N, 3° 09′ 35.5″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lille Metro,,,,,,,,,
CH Dron (Lille Metro),,,"Bourgogne (Saint-Philibert, Lille Metro line 2)",,,,,,,,,,,Lille Metro line 2,,,,27 October 2000,,,,,,,27 October 2000,,,,,"50° 44′ 36.96″ N, 3° 10′ 50.59″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lille Metro,,,,,,,,,
CHU – Centre Oscar-Lambret (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 36′ 47.16″ N, 3° 02′ 11.08″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cité Scientifique - Professeur Gabillard (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 36′ 41.8″ N, 3° 08′ 32.6″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHU – Eurasanté (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 36′ 28.89″ N, 3° 02′ 20.3″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colbert (Lille Metro),,,"Phalempins (CH Dron, Lille Metro line 2)Tourcoing - Centre (Saint-Philibert, Lille Metro line 2)",,,,,,,,,,,Lille Metro line 2,,,,27 October 2000,,,,,,,27 October 2000,,,,,"50° 43′ 31.44″ N, 3° 09′ 24.05″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lille Metro,,,,,,,,,
Cormontaigne (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 37′ 34.36″ N, 3° 02′ 24.81″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croix - Centre (Lille Metro),,,"Croix - Mairie (CH Dron, Lille Metro line 2)Wasquehal - Hôtel de ville (Saint-Philibert, Lille Metro line 2)Croix - Mairie (Roubaix - Grand-Place, Q110395973)Wasquehal - Hôtel de ville (Lomme - Lambersart, Q110395973)",,,,,,,,,,,Lille Metro line 2,,,,18 August 1999,,,,,,,,,,,,"50° 40′ 28.81″ N, 3° 08′ 45.64″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lille Metro,,,,,,,,,
Eurotéléport (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 41′ 26.99″ N, 3° 10′ 45.52″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fives (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 37′ 58.95″ N, 3° 05′ 25.99″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort de Mons (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 38′ 31.34″ N, 3° 07′ 09.84″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gambetta (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 37′ 34.96″ N, 3° 03′ 07.97″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare Jean-Lebas Roubaix (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 42′ N, 3° 10′ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare Lille-Europe (Lille Metro),,,"Saint-Maurice Pellevoisin (CH Dron, Lille Metro line 2)Gare Lille-Flandres (Saint-Philibert, Lille Metro line 2)Saint-Maurice Pellevoisin (Roubaix - Grand-Place, Q110395973)Gare Lille-Flandres (Lomme - Lambersart, Q110395973)",,,,,,,,,,,Lille Metro line 2,,,,5 May 1994,,,,,,,,Gare Lille-EuropeLille-Europe railway station,,,,"50° 38′ 21.84″ N, 3° 04′ 34.79″ E",,,"Lille-Europe railway station, Lille, Nord, Hauts-de-France, Metropolitan France, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lille Metro,,,,,,,,,
Gare Lille-Flandres (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les Prés – Edgard-Pisani (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 39′ 00.12″ N, 3° 07′ 35.06″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Jaurès (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 39′ 30.56″ N, 3° 08′ 05.55″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lille Grand Palais (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 37′ 46.45″ N, 3° 04′ 29.81″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madeleine Caulier (Lille Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50° 38′ 11.87″ N, 3° 05′ 14.26″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
